Dec 05, 2013	3.913	3.913	3.913	3.913	0.20%
Dec 04, 2013	3.905	3.905	3.905	3.905	1.80%
Dec 03, 2013	3.836	3.836	3.836	3.836	-0.62%
Dec 02, 2013	3.86	3.86	3.86	3.86	0.94%
Dec 01, 2013	3.824	3.817	3.827	3.817	0.39%
Nov 29, 2013	3.809	3.809	3.809	3.809	-0.37%
Nov 28, 2013	3.823	3.815	3.823	3.815	0.29%
Nov 27, 2013	3.812	3.812	3.812	3.812	0.71%
Nov 26, 2013	3.785	3.785	3.785	3.785	-1.30%
Nov 25, 2013	3.835	3.835	3.835	3.835	0.01%
Nov 24, 2013	3.835	3.833	3.837	3.833	-0.14%
Nov 22, 2013	3.84	3.84	3.84	3.84	-1.13%
Nov 21, 2013	3.884	3.884	3.884	3.884	-0.54%
Nov 20, 2013	3.905	3.905	3.905	3.905	2.66%
Nov 19, 2013	3.804	3.804	3.804	3.804	1.01%
Nov 18, 2013	3.766	3.766	3.766	3.766	-1.01%
Nov 17, 2013	3.804	3.796	3.807	3.796	0.14%
Nov 15, 2013	3.799	3.799	3.799	3.799	-0.05%
Nov 14, 2013	3.801	3.801	3.801	3.801	-0.73%
Nov 13, 2013	3.829	3.829	3.829	3.829	-0.67%
Nov 12, 2013	3.855	3.855	3.855	3.855	-0.44%
Nov 11, 2013	3.872	3.869	3.874	3.869	0.78%
Nov 08, 2013	3.842	3.842	3.842	3.842	3.06%
Nov 07, 2013	3.728	3.728	3.728	3.728	-1.11%
Nov 06, 2013	3.77	3.77	3.77	3.77	0.32%
Nov 05, 2013	3.758	3.758	3.758	3.758	1.84%
Nov 04, 2013	3.69	3.69	3.69	3.69	-0.12%
Nov 03, 2013	3.694	3.694	3.694	3.694	-0.05%
Nov 01, 2013	3.696	3.696	3.696	3.696	1.76%
Oct 31, 2013	3.632	3.632	3.632	3.632	-0.03%
Oct 30, 2013	3.633	3.633	3.633	3.633	0.33%
Oct 29, 2013	3.621	3.621	3.621	3.621	0.53%
Oct 28, 2013	3.602	3.602	3.602	3.602	-0.01%
Oct 27, 2013	3.602	3.601	3.602	3.601	0.26%
Oct 25, 2013	3.593	3.593	3.593	3.593	-0.55%
Oct 24, 2013	3.613	3.613	3.613	3.613	0.87%
Oct 23, 2013	3.582	3.582	3.582	3.582	-0.78%
Oct 22, 2013	3.61	3.61	3.61	3.61	-1.98%
Oct 21, 2013	3.683	3.683	3.683	3.683	0.81%
Oct 20, 2013	3.653	3.654	3.654	3.652	-0.02%
Oct 18, 2013	3.654	3.654	3.654	3.654	-0.11%
Oct 17, 2013	3.658	3.658	3.658	3.658	-1.80%
Oct 16, 2013	3.725	3.725	3.725	3.725	-1.38%
Oct 15, 2013	3.777	3.777	3.777	3.777	-0.51%
Oct 14, 2013	3.796	3.795	3.796	3.794	1.64%
Oct 11, 2013	3.735	3.735	3.735	3.735	-0.19%
Oct 10, 2013	3.742	3.742	3.742	3.742	0.13%
Oct 09, 2013	3.737	3.737	3.737	3.737	1.16%
Oct 08, 2013	3.694	3.694	3.694	3.694	-0.03%
Oct 07, 2013	3.695	3.695	3.695	3.695	-0.67%
Oct 06, 2013	3.72	3.718	3.72	3.718	0.02%
Oct 04, 2013	3.719	3.719	3.719	3.719	0.35%
Oct 03, 2013	3.706	3.706	3.706	3.706	0.11%
Oct 02, 2013	3.702	3.702	3.702	3.702	-0.38%
Oct 01, 2013	3.716	3.716	3.716	3.716	0.62%
Sep 30, 2013	3.693	3.693	3.693	3.693	0.61%
Sep 29, 2013	3.671	3.685	3.685	3.67	-0.39%
Sep 27, 2013	3.685	3.685	3.685	3.685	-0.35%
Sep 26, 2013	3.698	3.698	3.698	3.698	0.87%
Sep 25, 2013	3.666	3.666	3.666	3.666	-0.08%
Sep 24, 2013	3.669	3.669	3.669	3.669	-1.58%
Sep 23, 2013	3.728	3.728	3.728	3.728	-0.96%
Sep 22, 2013	3.764	3.764	3.764	3.764	0.00%
Sep 20, 2013	3.764	3.764	3.764	3.764	-0.92%
Sep 19, 2013	3.799	3.799	3.799	3.799	1.39%
Sep 18, 2013	3.747	3.747	3.747	3.747	-2.19%
Sep 17, 2013	3.831	3.831	3.831	3.831	-0.83%
Sep 16, 2013	3.863	3.863	3.863	3.863	0.64%
Sep 15, 2013	3.839	3.839	3.839	3.839	-0.01%
Sep 13, 2013	3.839	3.839	3.839	3.839	-0.26%
Sep 12, 2013	3.849	3.849	3.849	3.849	-0.05%
Sep 11, 2013	3.851	3.851	3.851	3.851	-1.10%
Sep 10, 2013	3.894	3.894	3.894	3.894	1.09%
Sep 09, 2013	3.852	3.852	3.852	3.852	-0.64%
Sep 08, 2013	3.877	3.867	3.922	3.867	0.26%
Sep 07, 2013	3.867	3.867	3.867	3.867	-0.01%
Sep 06, 2013	3.867	3.867	3.867	3.867	-0.49%
Sep 05, 2013	3.886	3.886	3.886	3.886	2.37%
Sep 04, 2013	3.796	3.796	3.796	3.796	0.08%
Sep 03, 2013	3.793	3.793	3.793	3.793	1.51%
Sep 02, 2013	3.736	3.741	3.742	3.728	0.54%
Sep 01, 2013	3.716	3.716	3.716	3.716	0.01%
Aug 30, 2013	3.716	3.716	3.716	3.716	0.05%
Aug 29, 2013	3.714	3.714	3.714	3.714	-0.59%
Aug 28, 2013	3.736	3.736	3.736	3.736	1.19%
Aug 27, 2013	3.692	3.692	3.692	3.692	-1.99%
Aug 26, 2013	3.767	3.767	3.767	3.767	-0.90%
Aug 25, 2013	3.801	3.804	3.804	3.801	0.09%
Aug 23, 2013	3.798	3.798	3.798	3.798	-1.99%
Aug 22, 2013	3.875	3.875	3.875	3.875	-1.17%
Aug 21, 2013	3.921	3.921	3.921	3.921	1.74%
Aug 20, 2013	3.854	3.854	3.854	3.854	-1.20%
Aug 19, 2013	3.901	3.901	3.901	3.901	0.89%
Aug 18, 2013	3.866	3.864	3.866	3.859	0.51%
Aug 16, 2013	3.847	3.847	3.847	3.847	1.08%
Aug 15, 2013	3.806	3.806	3.806	3.806	1.57%
Aug 14, 2013	3.747	3.747	3.747	3.747	-0.32%
Aug 13, 2013	3.759	3.759	3.759	3.759	2.06%
Aug 12, 2013	3.683	3.683	3.683	3.683	1.45%
Aug 11, 2013	3.63	3.636	3.636	3.63	-0.17%
Aug 10, 2013	3.636	3.636	3.636	3.636	0.01%
Aug 09, 2013	3.636	3.636	3.636	3.636	-1.06%
Aug 08, 2013	3.675	3.675	3.675	3.675	-0.27%
Aug 07, 2013	3.685	3.685	3.685	3.685	-1.18%
Aug 06, 2013	3.729	3.729	3.729	3.729	-0.08%
Aug 05, 2013	3.732	3.732	3.732	3.732	1.19%
Aug 03, 2013	3.688	3.688	3.688	3.688	0.01%
Aug 02, 2013	3.688	3.688	3.688	3.688	-1.76%
Aug 01, 2013	3.754	3.754	3.754	3.754	2.96%
Jul 31, 2013	3.646	3.646	3.646	3.646	-0.76%
Jul 30, 2013	3.674	3.674	3.674	3.674	0.08%
Jul 29, 2013	3.671	3.671	3.671	3.671	1.36%
Jul 27, 2013	3.622	3.622	3.622	3.622	-0.01%
Jul 26, 2013	3.622	3.622	3.622	3.622	-0.66%
Jul 25, 2013	3.646	3.646	3.646	3.646	0.03%
Jul 24, 2013	3.645	3.645	3.645	3.645	1.82%
Jul 23, 2013	3.58	3.58	3.58	3.58	0.87%
Jul 22, 2013	3.549	3.549	3.549	3.549	-0.29%
Jul 20, 2013	3.559	3.559	3.559	3.559	0.01%
Jul 19, 2013	3.559	3.559	3.559	3.559	-2.12%
Jul 18, 2013	3.636	3.636	3.636	3.636	1.65%
Jul 17, 2013	3.577	3.577	3.577	3.577	-0.14%
Jul 16, 2013	3.582	3.582	3.582	3.582	-0.36%
Jul 15, 2013	3.595	3.595	3.595	3.595	-1.11%
Jul 13, 2013	3.635	3.635	3.635	3.635	0.01%
Jul 12, 2013	3.635	3.635	3.635	3.635	0.25%
Jul 11, 2013	3.626	3.626	3.626	3.626	-1.55%
Jul 10, 2013	3.683	3.683	3.683	3.683	0.88%
Jul 09, 2013	3.651	3.651	3.651	3.651	0.41%
Jul 08, 2013	3.636	3.636	3.636	3.636	-1.95%
Jul 06, 2013	3.708	3.708	3.708	3.708	0.01%
Jul 05, 2013	3.708	3.708	3.708	3.708	6.15%
Jul 04, 2013	3.493	3.493	3.493	3.493	0.00%
Jul 03, 2013	3.493	3.493	3.493	3.493	0.52%
Jul 02, 2013	3.475	3.475	3.475	3.475	-0.06%
Jul 01, 2013	3.477	3.477	3.477	3.477	-0.64%
Jun 29, 2013	3.499	3.499	3.499	3.499	0.01%
Jun 28, 2013	3.499	3.499	3.499	3.499	-0.99%
Jun 27, 2013	3.534	3.534	3.534	3.534	-1.37%
Jun 26, 2013	3.583	3.583	3.583	3.583	-1.27%
Jun 25, 2013	3.629	3.629	3.629	3.629	2.02%
Jun 24, 2013	3.557	3.557	3.557	3.557	-1.05%
Jun 23, 2013	3.595	3.595	3.595	3.595	0.00%
Jun 22, 2013	3.595	3.595	3.595	3.595	0.00%
Jun 21, 2013	3.595	3.595	3.595	3.595	2.22%
Jun 20, 2013	3.517	3.517	3.517	3.517	2.72%
Jun 19, 2013	3.424	3.424	3.424	3.424	2.45%
